"COUNTRY","Country","VARIABLE","Variable","UNIT","Unit","MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"CAB","Alberta (Canada)","14_T043","Teachers reporting a high level of need for professional development in teaching in a multicultural or multilingual setting","PERCENTAGE","Percentage","VAL","Value","2018","2018",9.6000004,,
"CAB","Alberta (Canada)","14_T044","Teachers teaching in classes with more than 10% of students whose first language is different from the language of instruction","PERCENTAGE","Percentage","VAL","Value","2018","2018",44.599998,,
"CAB","Alberta (Canada)","14_T045","Teachers for whom 'teaching in a multicultural or multilingual setting' was included in their formal education or training","PERCENTAGE","Percentage","VAL","Value","2018","2018",62.799999,,
"CAB","Alberta (Canada)","14_T046","Teachers who felt 'well prepared' or 'very well prepared' for teaching in a multicultural or multilingual setting","PERCENTAGE","Percentage","VAL","Value","2018","2018",38.400002,,
"CAB","Alberta (Canada)","15_T014","Teachers reporting a high level of need for professional development in teaching students with special needs","PERCENTAGE","Percentage","VAL","Value","2013","2013",8.6999998,,
"CAB","Alberta (Canada)","15_T014","Teachers reporting a high level of need for professional development in teaching students with special needs","PERCENTAGE","Percentage","VAL","Value","2018","2018",11.5,,
"CAB","Alberta (Canada)","15_T048","Principals reporting a shortage of teachers with competence in teaching students with special needs","PERCENTAGE","Percentage","VAL","Value","2018","2018",13.6,,
"CAB","Alberta (Canada)","15_T049","Teachers teaching in classes with more than 10% of special needs students","PERCENTAGE","Percentage","VAL","Value","2018","2018",31.799999,,
"CAB","Alberta (Canada)","15_T050","Teachers for whom the 'teaching in a mixed-ability setting' was included in their formal education or training","PERCENTAGE","Percentage","VAL","Value","2018","2018",76.699997,,
"CAB","Alberta (Canada)","15_T051","Teachers who felt 'well prepared' or 'very well prepared' for teaching in a mixed-ability setting","PERCENTAGE","Percentage","VAL","Value","2018","2018",44.299999,,
"CAB","Alberta (Canada)","16_T027","Teachers who 'agree' or 'strongly agree' that the teaching profession is valued in society","PERCENTAGE","Percentage","VAL","Value","2013","2013",47,,
"CAB","Alberta (Canada)","16_T027","Teachers who 'agree' or 'strongly agree' that the teaching profession is valued in society","PERCENTAGE","Percentage","VAL","Value","2018","2018",62.700001,,
"CAB","Alberta (Canada)","16_T028","Teachers who are, all in all, satisfied with their job","PERCENTAGE","Percentage","VAL","Value","2013","2013",91.900002,,
"CAB","Alberta (Canada)","16_T028","Teachers who are, all in all, satisfied with their job","PERCENTAGE","Percentage","VAL","Value","2018","2018",92.699997,,
"CAB","Alberta (Canada)","16_T166","Teachers who are satisfied with the salary they receive for their work","PERCENTAGE","Percentage","VAL","Value","2018","2018",76.099998,,
"CAB","Alberta (Canada)","16_T167","Teachers who, apart from their salary, are satisfied with the terms of their teaching contract/employment","PERCENTAGE","Percentage","VAL","Value","2018","2018",83,,
"CAB","Alberta (Canada)","17_T007","Principals who 'agree' or 'strongly agree' that the teaching profession is valued in society","PERCENTAGE","Percentage","VAL","Value","2013","2013",68.699997,,
"CAB","Alberta (Canada)","17_T007","Principals who 'agree' or 'strongly agree' that the teaching profession is valued in society","PERCENTAGE","Percentage","VAL","Value","2018","2018",78.400002,,
"CAB","Alberta (Canada)","17_T008","Principals who are, all in all, satisfied with their job","PERCENTAGE","Percentage","VAL","Value","2013","2013",96.199997,,
"CAB","Alberta (Canada)","17_T008","Principals who are, all in all, satisfied with their job","PERCENTAGE","Percentage","VAL","Value","2018","2018",98.900002,,
"CAB","Alberta (Canada)","17_T185","Principals who are satisfied with the salary they receive for their work","PERCENTAGE","Percentage","VAL","Value","2018","2018",60.799999,,
"CAB","Alberta (Canada)","17_T186","Principals who, apart from their salary, are satisfied with the terms of their teaching contract/employment","PERCENTAGE","Percentage","VAL","Value","2018","2018",80,,
"CAB","Alberta (Canada)","18_T168","Teachers employed on a permanent contract","PERCENTAGE","Percentage","VAL","Value","2013","2013",80.199997,,
"CAB","Alberta (Canada)","18_T168","Teachers employed on a permanent contract","PERCENTAGE","Percentage","VAL","Value","2018","2018",75.099998,,
"CAB","Alberta (Canada)","18_T169","Teachers employed on a fixed-term contract (one school year or less)","PERCENTAGE","Percentage","VAL","Value","2013","2013",16.700001,,
"CAB","Alberta (Canada)","18_T169","Teachers employed on a fixed-term contract (one school year or less)","PERCENTAGE","Percentage","VAL","Value","2018","2018",19.700001,,
"CAB","Alberta (Canada)","18_T170","Teachers who would like to change to another school if that were possible","PERCENTAGE","Percentage","VAL","Value","2013","2013",23.1,,
"CAB","Alberta (Canada)","18_T170","Teachers who would like to change to another school if that were possible","PERCENTAGE","Percentage","VAL","Value","2018","2018",22.9,,
"CAB","Alberta (Canada)","18_T171","Teachers who report experiencing  'a lot' of stress in their work","PERCENTAGE","Percentage","VAL","Value","2018","2018",26.299999,,
"CAB","Alberta (Canada)","18_T172","Teachers who report that too much administrative work is a source of stress 'quite a bit' or 'a lot'","PERCENTAGE","Percentage","VAL","Value","2018","2018",29.299999,,
"CAB","Alberta (Canada)","18_T173","Teachers age 50 or less wanting to leave teaching within the next five years","PERCENTAGE","Percentage","VAL","Value","2018","2018",7.1999998,,
"CAB","Alberta (Canada)","19_T174","Teachers who 'agree' or 'strongly agree' that there is a collaborative school culture that is characterised by mutual support","PERCENTAGE","Percentage","VAL","Value","2013","2013",81.300003,,
"CAB","Alberta (Canada)","19_T174","Teachers who 'agree' or 'strongly agree' that there is a collaborative school culture that is characterised by mutual support","PERCENTAGE","Percentage","VAL","Value","2018","2018",82.5,,
"CAB","Alberta (Canada)","19_T175","Teachers who report participating in collaborative professional learning in their school at least once a month","PERCENTAGE","Percentage","VAL","Value","2013","2013",31.200001,,
"CAB","Alberta (Canada)","19_T175","Teachers who report participating in collaborative professional learning in their school at least once a month","PERCENTAGE","Percentage","VAL","Value","2018","2018",29.200001,,
"CAB","Alberta (Canada)","19_T177","Teachers who 'agree' or 'strongly agree' that they have control over determining course content","PERCENTAGE","Percentage","VAL","Value","2018","2018",65.400002,,
"CAB","Alberta (Canada)","19_T179","Teachers who 'agree' or 'strongly agree' that their school provides staff with opportunities to actively participate in school decisions","PERCENTAGE","Percentage","VAL","Value","2013","2013",80.5,,
"CAB","Alberta (Canada)","19_T179","Teachers who 'agree' or 'strongly agree' that their school provides staff with opportunities to actively participate in school decisions","PERCENTAGE","Percentage","VAL","Value","2018","2018",81.400002,,
"CAB","Alberta (Canada)","19_T187","Principals who report that teachers have significant responsibility for the majority of tasks concerning school policies, instruction and curriculum","PERCENTAGE","Percentage","VAL","Value","2018","2018",20.9,,
"CAB","Alberta (Canada)","19_T188","Teachers who report engaging in team-teaching at least once a month","PERCENTAGE","Percentage","VAL","Value","2013","2013",18.4,,
"CAB","Alberta (Canada)","19_T188","Teachers who report engaging in team-teaching at least once a month","PERCENTAGE","Percentage","VAL","Value","2018","2018",22.200001,,
"CAB","Alberta (Canada)","20_T016","Teachers who report that the feedback they received in the 12 months prior to the survey had a positive impact on their teaching practice","PERCENTAGE","Percentage","VAL","Value","2018","2018",78.900002,,
"CAB","Alberta (Canada)","20_T176","Teachers who received feedback at some point, based on at least four different methods","PERCENTAGE","Percentage","VAL","Value","2018","2018",54.799999,,
"CAB","Alberta (Canada)","20_T180","Teachers whose principals report that their teachers are never formally appraised","PERCENTAGE","Percentage","VAL","Value","2013","2013",16.1,,
"CAB","Alberta (Canada)","20_T180","Teachers whose principals report that their teachers are never formally appraised","PERCENTAGE","Percentage","VAL","Value","2018","2018",17.4,,
"CAB","Alberta (Canada)","20_T189","Teachers who report that they have never received feedback in their school","PERCENTAGE","Percentage","VAL","Value","2018","2018",3.8,,
"CAB","Alberta (Canada)","1_T001","Teachers' average age","YEARS","Years","VAL","Value","2018","2018",40.200001,,
"CAB","Alberta (Canada)","1_T002","Teachers' average work experience as a teacher","YEARS","Years","VAL","Value","2018","2018",13.1,,
"CAB","Alberta (Canada)","2_T005","Principals' average age","YEARS","Years","VAL","Value","2018","2018",51,,
"CAB","Alberta (Canada)","2_T006","Principals' average work experience as a principal","YEARS","Years","VAL","Value","2018","2018",13.3,,
"CAB","Alberta (Canada)","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.2638131,,
"CAB","Alberta (Canada)","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.3494325,,
"CAB","Alberta (Canada)","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.2036389,,
"CAB","Alberta (Canada)","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.5283108,,
"CAB","Alberta (Canada)","2_T004","Female principals","PERCENTAGE","Percentage","SE","S.E.","2013","2013",3.768575,,
"CAB","Alberta (Canada)","2_T004","Female principals","PERCENTAGE","Percentage","SE","S.E.","2018","2018",6.6696186,,
"CAB","Alberta (Canada)","2_T030","Principals aged 60 and above","PERCENTAGE","Percentage","SE","S.E.","2013","2013",2.5835178,,
"CAB","Alberta (Canada)","2_T030","Principals aged 60 and above","PERCENTAGE","Percentage","SE","S.E.","2018","2018",13.8521,,
"CAB","Alberta (Canada)","3_T022","Average proportion of class-time teachers report spending on administrative tasks such as marking attendance","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.31455401,,
"CAB","Alberta (Canada)","3_T023","Average proportion of class-time teachers report spending on classroom management","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.65157044,,
"CAB","Alberta (Canada)","3_T024","Average proportion of class-time teachers report spending on actual teaching and learning","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.55911291,,
"CAB","Alberta (Canada)","3_T024","Average proportion of class-time teachers report spending on actual teaching and learning","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.86314863,,
"CAB","Alberta (Canada)","3_T078","Teachers who report to 'frequently' or 'always' present tasks for which there is no obvious solution","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.2892151,,
"CAB","Alberta (Canada)","3_T079","Teachers who report to 'frequently' or 'always' give tasks that require students to think critically","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.1909328,,
"CAB","Alberta (Canada)","4_T072","Average proportion of time principals report spending on administrative tasks and meetings","PERCENTAGE","Percentage","SE","S.E.","2018","2018",5.4091454,,
"CAB","Alberta (Canada)","4_T073","Average proportion of time principals report spending on leadership tasks and meetings","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.4119314,,
"CAB","Alberta (Canada)","5_T032","Teachers for whom content pedagogy and classroom practice in some or all subjects taught were included in their initial formal education or training","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.8011277,,
"CAB","Alberta (Canada)","5_T033","Teachers who did not take part in formal or informal induction activities at the current school","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.0706058,,
"CAB","Alberta (Canada)","5_T034","Novice teachers who have an assigned mentor at the current school","PERCENTAGE","Percentage","SE","S.E.","2018","2018",3.9739516,,
"CAB","Alberta (Canada)","6_T035","Principals for whom school administration or principal training programme or course elements were never included in their formal education or training","PERCENTAGE","Percentage","SE","S.E.","2018","2018",12.328877,,
"CAB","Alberta (Canada)","6_T092","Principals for whom school administration or principal training programme or course were included in their formal education or training before taking up position as principal","PERCENTAGE","Percentage","SE","S.E.","2018","2018",6.0554338,,
"CAB","Alberta (Canada)","6_T094","Principals for whom instructional leadership training or course were included in their formal education or training before taking up position as principal","PERCENTAGE","Percentage","SE","S.E.","2018","2018",4.0911317,,
"CAB","Alberta (Canada)","7_T012","Teachers who undertook professional development in the last 12 months","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.51589763,,
"CAB","Alberta (Canada)","7_T105","Teachers who participated in peer and/or self-observation and coaching as part of a formal school arrangement in the 12 months prior to the survey","PERCENTAGE","Percentage","SE","S.E.","2018","2018",3.1230941,,
"CAB","Alberta (Canada)","7_T106","Teachers who participated in a network of teachers formed specifically for the professional development of teachers in the 12 months prior to the survey","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.9242327,,
"CAB","Alberta (Canada)","7_T107","Teachers who feel professional development activities in the 12 months prior to the survey had a positive impact on their teaching practices","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.85925168,,
"CAB","Alberta (Canada)","8_T031","Principals who participated in at least one professional development activity in the 12 months prior to the survey","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.68564236,,
"CAB","Alberta (Canada)","8_T036","Principals who have never received any instructional leadership training","PERCENTAGE","Percentage","SE","S.E.","2018","2018",12.735291,,
"CAB","Alberta (Canada)","9_T025","Teachers who believe they can help their students to value learning","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.6933931,,
"CAB","Alberta (Canada)","9_T026","Teachers who believe they can help their students to think critically","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.2909192,,
"CAB","Alberta (Canada)","10_T101","Teachers for whom teaching was their first choice as a career","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.6932685,,
"CAB","Alberta (Canada)","10_T102","Teachers who report that influencing the development of children and young people was of 'moderate importance' or 'high importance' in deciding to become a teacher","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.36325544,,
"CAB","Alberta (Canada)","10_T103","Teachers who report that providing a contribution to society was of 'moderate importance' or 'high importance' in deciding to become a teacher","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.0979983,,
"CAB","Alberta (Canada)","11_T096","Teachers who 'agree' or 'strongly agree' that teachers and students usually get on well with each other","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.44307724,,
"CAB","Alberta (Canada)","11_T097","Principals reporting that intimidation or bullying among students occurred at least weekly in their school","PERCENTAGE","Percentage","SE","S.E.","2018","2018",3.3563809,,
"CAB","Alberta (Canada)","12_T053","Teachers reporting a high level of need for professional development in student behaviour and classroom management","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.72493094,,
"CAB","Alberta (Canada)","12_T054","Teachers who 'agree' or 'strongly agree' that they lose quite a lot of time because of students interrupting the lessons","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.9861491,,
"CAB","Alberta (Canada)","12_T055","Teachers for whom 'student behaviour and classroom management' was included in their formal education or training","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.2200459,,
"CAB","Alberta (Canada)","12_T056","Teachers who felt 'well prepared' or 'very well prepared' for student behaviour and classroom management","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.7222674,,
"CAB","Alberta (Canada)","12_T058","Teachers who feel that they can control disruptive behaviour in the classroom","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.9850138,,
"CAB","Alberta (Canada)","13_T013","Teachers reporting a high level of need for professional development in ICT skills for teaching","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.77472115,,
"CAB","Alberta (Canada)","13_T013","Teachers reporting a high level of need for professional development in ICT skills for teaching","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.009107,,
"CAB","Alberta (Canada)","13_T037","Principals reporting shortage or inadequacy of digital technology for instruction","PERCENTAGE","Percentage","SE","S.E.","2018","2018",4.4229999,,
"CAB","Alberta (Canada)","13_T038","Teachers who 'frequently' or 'always' let students use ICT  for projects or class work","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.8697906,,
"CAB","Alberta (Canada)","13_T039","Teachers for whom the 'use of ICT for teaching' was included in their formal education or training","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.0400417,,
"CAB","Alberta (Canada)","13_T040","Teachers who felt 'well prepared' or 'very well prepared' for the use of ICT for teaching","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.1444707,,
"CAB","Alberta (Canada)","14_T042","Teachers who feel they can cope with the challenges of a multicultural classroom 'quite a bit' or 'a lot' in teaching a culturally diverse class","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.0552936,,
"CAB","Alberta (Canada)","14_T043","Teachers reporting a high level of need for professional development in teaching in a multicultural or multilingual setting","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.55198276,,
"CAB","Alberta (Canada)","14_T043","Teachers reporting a high level of need for professional development in teaching in a multicultural or multilingual setting","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.7956023,,
"CAB","Alberta (Canada)","14_T044","Teachers teaching in classes with more than 10% of students whose first language is different from the language of instruction","PERCENTAGE","Percentage","SE","S.E.","2018","2018",3.7993231,,
"CAB","Alberta (Canada)","14_T045","Teachers for whom 'teaching in a multicultural or multilingual setting' was included in their formal education or training","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.4248819,,
"CAB","Alberta (Canada)","14_T046","Teachers who felt 'well prepared' or 'very well prepared' for teaching in a multicultural or multilingual setting","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.5237849,,
"CAB","Alberta (Canada)","15_T014","Teachers reporting a high level of need for professional development in teaching students with special needs","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.70333469,,
"CAB","Alberta (Canada)","15_T014","Teachers reporting a high level of need for professional development in teaching students with special needs","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.2594353,,
"CAB","Alberta (Canada)","15_T048","Principals reporting a shortage of teachers with competence in teaching students with special needs","PERCENTAGE","Percentage","SE","S.E.","2018","2018",3.3899674,,
"CAB","Alberta (Canada)","15_T049","Teachers teaching in classes with more than 10% of special needs students","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.7630854,,
"CAB","Alberta (Canada)","15_T050","Teachers for whom the 'teaching in a mixed-ability setting' was included in their formal education or training","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.2926556,,
"CAB","Alberta (Canada)","15_T051","Teachers who felt 'well prepared' or 'very well prepared' for teaching in a mixed-ability setting","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.7978119,,
"CAB","Alberta (Canada)","16_T027","Teachers who 'agree' or 'strongly agree' that the teaching profession is valued in society","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.4063743,,
"CAB","Alberta (Canada)","16_T027","Teachers who 'agree' or 'strongly agree' that the teaching profession is valued in society","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.3903134,,
"CAB","Alberta (Canada)","16_T028","Teachers who are, all in all, satisfied with their job","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.84984672,,
"CAB","Alberta (Canada)","16_T028","Teachers who are, all in all, satisfied with their job","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.2081463,,
"CAB","Alberta (Canada)","16_T166","Teachers who are satisfied with the salary they receive for their work","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.2125671,,
"CAB","Alberta (Canada)","16_T167","Teachers who, apart from their salary, are satisfied with the terms of their teaching contract/employment","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.4961917,,
"CAB","Alberta (Canada)","17_T007","Principals who 'agree' or 'strongly agree' that the teaching profession is valued in society","PERCENTAGE","Percentage","SE","S.E.","2013","2013",3.7270944,,
"CAB","Alberta (Canada)","17_T007","Principals who 'agree' or 'strongly agree' that the teaching profession is valued in society","PERCENTAGE","Percentage","SE","S.E.","2018","2018",6.230319,,
"CAB","Alberta (Canada)","17_T008","Principals who are, all in all, satisfied with their job","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.7938478,,
"CAB","Alberta (Canada)","17_T008","Principals who are, all in all, satisfied with their job","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.65776646,,
"CAB","Alberta (Canada)","17_T185","Principals who are satisfied with the salary they receive for their work","PERCENTAGE","Percentage","SE","S.E.","2018","2018",11.783675,,
"CAB","Alberta (Canada)","17_T186","Principals who, apart from their salary, are satisfied with the terms of their teaching contract/employment","PERCENTAGE","Percentage","SE","S.E.","2018","2018",4.6535716,,
"CAB","Alberta (Canada)","18_T168","Teachers employed on a permanent contract","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.2590346,,
"CAB","Alberta (Canada)","18_T168","Teachers employed on a permanent contract","PERCENTAGE","Percentage","SE","S.E.","2018","2018",2.5867951,,
"CAB","Alberta (Canada)","18_T169","Teachers employed on a fixed-term contract (one school year or less)","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.2478496,,
