Country Name,Country Code,Time,Time Code,Consumer price index (2010 = 100) [FP.CPI.TOTL],Adjusted net national income (current US$) [NY.ADJ.NNTY.CD],Broad money (% of GDP) [FM.LBL.BMNY.GD.ZS],"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",Compensation of employees (% of expense) [GC.XPN.COMP.ZS],Coverage of unemployment benefits and ALMP (% of population) [per_lm_alllm.cov_pop_tot],CPIA financial sector rating (1=low to 6=high) [IQ.CPA.FINS.XQ],CPIA macroeconomic management rating (1=low to 6=high) [IQ.CPA.MACR.XQ],CPIA property rights and rule-based governance rating (1=low to 6=high) [IQ.CPA.PROP.XQ],CPIA public sector management and institutions cluster average (1=low to 6=high) [IQ.CPA.PUBS.XQ],CPIA quality of budgetary and financial management rating (1=low to 6=high) [IQ.CPA.FINQ.XQ],CPIA quality of public administration rating (1=low to 6=high) [IQ.CPA.PADM.XQ],"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high) [IQ.CPA.TRAN.XQ]",Domestic credit provided by financial sector (% of GDP) [FS.AST.DOMS.GD.ZS],Domestic credit to private sector (% of GDP) [FS.AST.PRVT.GD.ZS],Domestic credit to private sector by banks (% of GDP) [FD.AST.PRVT.GD.ZS],Electricity production from natural gas sources (% of total) [EG.ELC.NGAS.ZS],Employment in agriculture (% of total employment) (modeled ILO estimate) [SL.AGR.EMPL.ZS],Employment in industry (% of total employment) (modeled ILO estimate) [SL.IND.EMPL.ZS],Employment in services (% of total employment) (modeled ILO estimate) [SL.SRV.EMPL.ZS],"Energy imports, net (% of energy use) [EG.IMP.CONS.ZS]",Export value index (2000 = 100) [TX.VAL.MRCH.XD.WD],Food exports (% of merchandise exports) [TX.VAL.FOOD.ZS.UN],Food imports (% of merchandise imports) [TM.VAL.FOOD.ZS.UN],Forest area (% of land area) [AG.LND.FRST.ZS],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Goods exports (BoP, current US$) [BX.GSR.MRCH.CD]","Goods imports (BoP, current US$) [BM.GSR.MRCH.CD]",Gross national expenditure (% of GDP) [NE.DAB.TOTL.ZS],Gross savings (% of GDP) [NY.GNS.ICTR.ZS],Income share held by highest 20% [SI.DST.05TH.20],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",Interest payments (% of revenue) [GC.XPN.INTP.RV.ZS],"International migrant stock, total [SM.POP.TOTL]","International tourism, number of arrivals [ST.INT.ARVL]","Labor force, total [SL.TLF.TOTL.IN]",Land under cereal production (hectares) [AG.LND.CREL.HA],"Net capital account (BoP, current US$) [BN.TRF.KOGT.CD]",Net migration [SM.POP.NETM],"Net official flows from UN agencies, FAO (current US$) [DT.NFL.FAOG.CD]",Oil rents (% of GDP) [NY.GDP.PETR.RT.ZS],Natural gas rents (% of GDP) [NY.GDP.NGAS.RT.ZS],"Patent applications, residents [IP.PAT.RESD]",Poverty gap at $1.90 a day (2011 PPP) (%) [SI.POV.GAPS],Poverty gap at $3.20 a day (2011 PPP) (%) [SI.POV.LMIC.GP],Poverty gap at $5.50 a day (2011 PPP) (%) [SI.POV.UMIC.GP],Public credit registry coverage (% of adults) [IC.CRD.PUBL.ZS],S&P Global Equity Indices (annual % change) [CM.MKT.INDX.ZG],Short-term debt (% of total reserves) [DT.DOD.DSTC.IR.ZS],"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) [SH.ALC.PCAP.LI]","Total reserves (includes gold, current US$) [FI.RES.TOTL.CD]","Trademark applications, resident, by count [IP.TMK.RSCT]",Unemployment with advanced education (% of total labor force with advanced education) [SL.UEM.ADVN.ZS],Unemployment with basic education (% of total labor force with basic education) [SL.UEM.BASC.ZS],Unemployment with intermediate education (% of total labor force with intermediate education) [SL.UEM.INTM.ZS],"Unemployment, male (% of male labor force) (modeled ILO estimate) [SL.UEM.TOTL.MA.ZS]","Unemployment, female (% of female labor force) (modeled ILO estimate) [SL.UEM.TOTL.FE.ZS]",Wholesale price index (2010 = 100) [FP.WPI.TOTL]
Turkiye,TUR,2012,YR2012,115.938901345291,743900000000,49.6706643786638,38.9933664731333,24.5446193268573,0.840863243694171,..,..,..,..,..,..,..,66.6425964214666,51.8380733353553,48.7316275924212,43.6328790459966,23.5599994659424,26.0300006866455,50.4199981689453,74.0171227979713,548.9191212,9.85547274379951,4.40501167048219,27.6781934176163,4.78849271108008,880556375779.51,11795.6334567571,161948000000,227315000000,104.109051615,23.3804265531512,46.6,8.89156996512164,8.73009066724827,..,37715000,27139481,11280479,-58000000,1763078,..,0.111837103975264,0.00938040865285021,4434,0,0.6,3.4,23.5,60.6894778845162,84.0346598025293,..,119182965975.41,193749,8.93000030517578,7.63000011444092,9.64999961853027,7.61800003051758,9.36499977111816,117.852918841672
Turkiye,TUR,2013,YR2013,124.626307922272,812000000000,52.1925534642962,32.6708937102507,24.0258625509557,0.8275949218,..,..,..,..,..,..,..,72.3555640676851,60.2528570849602,56.7207127169354,43.7702474245692,22.9200000762939,26.3899993896484,50.689998626709,73.0653554197625,546.5461157,11.1728933467433,4.90097457080928,27.8203968140535,8.48581699653026,957783020853.031,12614.7816100386,167397000000,249282000000,104.94127978965,23.9117391011052,46.6,7.49309030547697,7.11074098441026,..,39861000,28208333,11506517,-96000000,..,531978.011131287,0.0960779136969996,0.00702054429069399,4392,0.1,0.5,3,27,-26.2603404537075,99.4179130059985,..,131053847400.859,188515,9.25,8.27000045776367,10.1599998474121,7.91400003433228,10.5290002822876,123.134312492484
Turkiye,TUR,2014,YR2014,135.661434977578,792900000000,51.4928366915281,31.4036114682558,24.5967886613907,1.278749834,..,..,..,..,..,..,..,74.9403642837415,63.4672183288945,59.6367511552458,47.8546453249088,21.0900001525879,27.8600006103516,51.060001373291,74.2081113644868,599.4796085,11.7620204568634,5.7238882018084,27.9626002104908,4.9397151613658,938952628604.067,12157.9904337823,173293000000,239865000000,103.355217766577,24.8999462144889,47.7,8.85457271364318,7.1386060293895,..,41627000,28906173,11551358,-70000000,..,..,0.0909328769681007,0.00458499558373502,4766,0,0.4,2.7,63.6,14.4068521345257,106.006499266386,..,127421921235.759,198687,10.4899997711182,9.30000019073486,11.2600002288818,9.01299953460693,11.8079996109009,..
Turkiye,TUR,2015,YR2015,146.067825112108,727400000000,52.4415854965147,29.054264678734,24.8722439193806,1.47963546563522,..,..,..,..,..,..,..,77.1367796050065,66.4778973468372,62.5962435087523,37.9012388122987,20.4099998474121,27.2299995422363,52.3699989318848,75.2078800411834,543.5919257,12.0253585945547,5.80119499346178,28.104803606928,6.08448690443663,864316670330.882,11006.2795239649,154865000000,203874000000,102.025988922937,25.2137237221728,49.2,7.6708536484588,6.25105259180668,2964916,41114000,29937508,11679276,-21000000,..,..,0.0424034969498159,0.00280580872809976,5352,0.1,0.5,2.9,74.9,-32.0650914605886,95.1504026173984,2.12,110489628113.015,194769,10.7799997329712,9.85000038146973,11.289999961853,9.16100025177002,12.5629997253418,..
Turkiye,TUR,2016,YR2016,157.424794469357,729300000000,55.2227191372775,31.6533464954349,25.0035445045936,1.33637949819189,..,..,..,..,..,..,..,80.0507516589936,69.3730661738964,65.2837544386583,..,19.5,26.7800006866455,53.7200012207031,..,537.3448663,11.8921774981375,6.01730834595265,28.104803606928,3.32308420845746,869692960365.551,10894.6033779275,152645000000,192568000000,102.161167971645,24.9801831086395,48.3,7.77513415328334,6.11131231932165,..,30907000,30980381,11359619,22000000,..,..,0.0343071681514599,0.00159931661678487,6230,0,0.3,2.3,76.6,-9.24035719390604,96.595909076641,..,104810530764.478,193824,11.8299999237061,10.0200004577637,12.4399995803833,9.52700042724609,13.5979995727539,..
Turkiye,TUR,2017,YR2017,174.96870328849,716700000000,53.8543290565447,..,21.9120107757068,..,..,..,..,..,..,..,..,80.2921005949606,70.4830512123337,65.9372830900335,..,19.3799991607666,26.5400009155273,54.0800018310547,..,592.2419858,11.1797916712837,5.89323990944807,28.2635292283305,7.50199748917491,858996263095.858,10589.667724687,169214000000,227789000000,103.683324058392,26.0056392103696,47.9,11.1443110840764,6.89391661988913,..,37970000,32114851,11090361,15000000,1419610,..,0.053087507882445,0.00243060615998274,8175,0,0.3,2.1,80.2,33.7866100513108,111.337698187265,..,107657025384.516,215220,12.4099998474121,9.68000030517578,12.460000038147,9.34200000762939,13.8479995727539,..
Turkiye,TUR,2018,YR2018,203.545403587444,658000000000,53.1509315977613,..,22.0137445262696,1.449037421,..,..,..,..,..,..,..,82.2659517918938,67.5441782253844,63.1722811364865,..,18.4300003051758,26.6599998474121,54.9099998474121,..,637.8736063,10.7207423966584,6.0896624227992,28.4660940971636,2.97988523467896,778471901665.148,9454.34844272271,178909000000,219635000000,100.248613235892,27.6912710071537,48.5,16.3324638988929,9.05778411595685,..,46113000,32982454,10871307,80000000,..,657660.007476807,0.105988678028821,0.00416785513628119,7156,0,0.2,1.9,77.7,-43.8623653946131,125.266413794466,2.05,92997230040.5605,211109,12.1899995803833,10.0100002288818,12.1499996185303,9.48400020599365,13.7329998016357,..
Turkiye,TUR,2019,YR2019,234.437126307922,632300000000,58.7730893866967,..,22.5036032616633,1.826805966,..,..,..,..,..,..,..,82.8158218004964,65.5097515450444,61.8319402890589,..,18.1100006103516,25.3199996948242,56.5699996948242,..,651.0652485,10.7248562054826,6.83311029375475,28.6687888985616,0.889585160591679,761004425605.414,9121.51516673708,182200000000,198981000000,97.4171715203982,26.0551566566308,48,15.1768215720023,7.90629164884912,..,51747000,33420003,..,34000000,..,495729.744434357,0.101966820263479,0.00458922438727157,7871,0,0.5,2.7,80.2,12.0354710952644,116.552217164548,..,105619672447.934,248754,13.5,13.1000003814697,15.6300001144409,12.3109998703003,16.3850002288818,..
Turkiye,TUR,2020,YR2020,263.223561285501,601800000000,67.5006166955152,..,23.5225334110894,..,..,..,..,..,..,..,..,98.3772909555143,75.1766249492387,70.9202427961827,..,..,..,..,..,610.8068586,12.0044102944842,6.7165834890423,28.8714836999597,1.79355139618684,719954821683.31,8536.43331960632,168387000000,206250000000,103.810891743821,26.7960757486374,..,12.2789574462574,10.045655431081,..,15971000,31624253,..,-36000000,..,..,0.0776709343118061,0.00261796098420496,7920,..,..,..,..,-0.592664910687746,148.043724190609,..,93511562720.3207,331480,12.6300001144409,12.5600004196167,14.960000038147,12.293999671936,14.8299999237061,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 07/20/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
